acf,sim_number,n_b,ig_here,ig_next,ig_next1
0.18136793715137123,0,20,-0.019064362117684596,-0.018122768693668932,-0.019053099494062996
0.3233645321328927,0,40,-0.005973617896582922,-0.005943318352451857,-0.005975925233059492
0.4035173704665324,0,60,-0.0017776582718257712,-0.0020756546696278407,-0.00181680942275756
0.45350569703141325,0,80,0.0003139030509107697,-0.00032194357898733897,0.00021651713244307487
0.485927894631069,0,100,0.0016089928603194579,0.0005501864777808025,0.0014251873928574808
0.49918436689927453,0,120,0.002458315144696253,0.000894511138418307,0.00216458017774964
0.4984515276676736,0,140,0.0030603917714095486,0.0009210975904592804,0.002638464125185813
0.4891204281309522,0,160,0.00353149119480915,0.0007283534691788957,0.00295245399168924
0.46884045319207895,0,180,0.0039010375178548905,0.0003773688046982001,0.0031486547682570143
0.43940974632822166,0,200,0.004178779265720859,-0.00012129472969331428,0.003233736296792691
0.40179346221113843,0,220,0.004415698400111024,-0.0007163719642428927,0.003252032815444712
0.35636152415490724,0,240,0.004600995655523901,-0.001419652870271702,0.00319409249101302
0.30617232753230156,0,260,0.004762549076421703,-0.002123141703152848,0.0031149346419365146
0.25265359330853915,0,280,0.00491098709040983,-0.0028559566895054755,0.0030084367649658096
0.19187794977184972,0,300,0.0050149659604504645,-0.0036640756166322606,0.0028244588429342066
0.1273360300840742,0,320,0.005115855229963193,-0.004443538098491226,0.0026403045822008713
0.06042696650156328,0,340,0.005192231803337396,-0.005234941851560155,0.0024089931585998207
-0.009022942262933717,0,360,0.005262179263227839,-0.005972337333979996,0.0021819212970299214
-0.07968255549645503,0,380,0.005322676650310698,-0.0067032578657487815,0.0019209291057754705
-0.1500180243951394,0,400,0.005351694702515193,-0.007378601633536972,0.0016367979279372981
-0.2196949115309305,0,420,0.005400241448980706,-0.008003248853231962,0.0013639630514717966
-0.2875341180533579,0,440,0.005427684027079118,-0.008570262384314766,0.001065039394571529
-0.3532323988898024,0,460,0.005445793149880704,-0.009050112646524071,0.0007645507383611555
-0.4170596221673442,0,480,0.005450265741162598,-0.009442509170490691,0.0004699297087230881
-0.47824979884208113,0,500,0.005465602910629666,-0.009810823121501147,0.00015737770284720743
-0.5361480742712497,0,520,0.0054611338487996,-0.010076621902330945,-0.0001552977727463757
-0.5895348823719763,0,540,0.005446643645267998,-0.01024831356601739,-0.0004546815007693777
-0.6390417454340964,0,560,0.005433522280839048,-0.010335258319169918,-0.0007382674298231351
-0.6827617636875526,0,580,0.005418346118388445,-0.010379419484363422,-0.001047379449948277
-0.7217050517975836,0,600,0.005387324902781383,-0.010310984895945704,-0.0013335626679602957
-0.7541759251532402,0,620,0.005362679536942963,-0.010192748642256609,-0.0016256364307273908
-0.7807179409138053,0,640,0.005319193316742572,-0.009968134551272077,-0.0018680608478452972
-0.802034359934012,0,660,0.005273017578780071,-0.009710068588252737,-0.002133224117193294
-0.8166330335736538,0,680,0.005225611627194355,-0.009367797161845198,-0.0023616520036386836
-0.8247389539529268,0,700,0.005169846506092145,-0.009012835160011837,-0.0026210029740486077
-0.8160413935709971,0,720,0.005104526371541389,-0.008609350874464385,-0.002839756934009942
-0.8214223970812801,0,740,0.005036615566672658,-0.008133451289984451,-0.0030203409825002156
-0.8094819881429974,0,760,0.004968975925525594,-0.007656924153440003,-0.003211082059363858
-0.7905622037273665,0,780,0.004879678920490278,-0.007162761464955572,-0.003382033087555415
-0.7646354071981167,0,800,0.00479321545180724,-0.006639708578627796,-0.003520892318942397
-0.7342603665771024,0,820,0.004699117766992097,-0.006115646254504787,-0.0036618142204006216
-0.6988748094031285,0,840,0.004601869118353366,-0.005606127144520322,-0.0037633144954792143
-0.6564155124050236,0,860,0.004496739919951256,-0.0050995793232137075,-0.003866714910542729
-0.6113878362645857,0,880,0.0043867659639186185,-0.004604100962752797,-0.003939834033692777
-0.5605681955304991,0,900,0.004266791341643461,-0.004116065654127359,-0.003987531307769836
-0.5085001716321653,0,920,0.00414135741994441,-0.0036549647639137115,-0.004015187599382343
-0.4523981044226326,0,940,0.004016468662083227,-0.0032097956447804028,-0.004045307993674092
-0.3939703847006158,0,960,0.003881327985666405,-0.0028092347437127887,-0.004021983757712856
-0.33451375081612233,0,980,0.0037481220494621627,-0.002433893771881515,-0.004022825220143155
-0.27355949212154557,0,1000,0.0036046223099197713,-0.0020872330509412343,-0.003970113643933788
-0.21526085326132924,0,1019,0.0034650951927789287,-0.001787047758898893,-0.003900295469797062
-0.15783377657841555,0,1040,0.0033141411662171573,-0.0015011380144560951,-0.003836068491166929
-0.1001007239660609,0,1060,0.003156995916821854,-0.0012563173557197363,-0.0037432549119845826
-0.046609212111497156,0,1080,0.0030036209116623917,-0.0010384313524233794,-0.003628005662144953
0.006537494635065896,0,1100,0.0028322105545580335,-0.0008544863393760969,-0.003504306030927804
0.05636024333140264,0,1120,0.0026656327844799075,-0.0007040250765414224,-0.003367841320201768
0.09068024601172209,0,1140,0.0024843456011809585,-0.0005761697631937586,-0.00320166007753403
0.12433213191367139,0,1160,0.0023443978730306628,-0.00048704519693344467,-0.0030879387588188044
0.15024593338446787,0,1180,0.002153015811151812,-0.00039687332298552543,-0.0029049940419393176
0.15982713939112445,0,1200,0.0019581684754121846,-0.0003453775202212444,-0.0027022633338211256
0.16154990599026944,0,1220,0.0017896591376644426,-0.00030575858385772215,-0.002525054968490707
0.15203012489270565,0,1240,0.0016193236600873246,-0.00027195338281614306,-0.002342456244832277
0.15409606472964277,0,1260,0.0014498654651753555,-0.00025545203184334776,-0.002165664989088374
0.13486395712726446,0,1280,0.00125634337105909,-0.00024382674704936602,-0.0019376244865519734
0.11534053722723991,0,1300,0.0010772856299352473,-0.0002432825522753005,-0.0017437195239162389
0.0653094385224254,0,1320,0.0009072537560923064,-0.0002446798939295222,-0.0015442402117743417
0.04616705214256021,0,1340,0.0007219220795372822,-0.00025097885584513744,-0.0013425881133266732
0.01164920356950291,0,1360,0.0005365836493162664,-0.00025108975300224017,-0.0011278693224557746
-0.01844109116882294,0,1380,0.0003443460388162819,-0.0002561266399926842,-0.0009134022508595242
-0.04580676268401846,0,1400,0.0001625041248401072,-0.00025680012481246023,-0.0007040743080524319
-0.06625731925114871,0,1420,-2.1016342890720632e-05,-0.0002596033789836541,-0.0005044039279120305
-0.07096416153193649,0,1440,-0.00018771903872046177,-0.00026101810392588213,-0.00033208775339835255
-0.07642455907291787,0,1460,-0.00036555265980200974,-0.0002532339146402857,-0.00013597078326325071
-0.06446189143658644,0,1480,-0.0005135405103278212,-0.0002467252609371203,1.405747874581844e-05
-0.040027357629933626,0,1500,-0.0006786043924658177,-0.00023902037665422186,0.0001757786168340484
-0.012724152447891084,0,1520,-0.000863358565747849,-0.00023287851841919568,0.00035104082046694016
0.012869544775391045,0,1540,-0.0010323760961933569,-0.00021726882233404605,0.0005143014146354107
0.05302681662591818,0,1560,-0.001184495331757507,-0.00021126349117816772,0.0006410707527190201
0.07078541874729971,0,1580,-0.0013533820274765755,-0.0002056138750994439,0.0007709052805453151
0.07881777292314947,0,1600,-0.0014820378160360261,-0.00019715107280232361,0.0008740094061056774
0.11664454077248358,0,1620,-0.001627039675546004,-0.0001911760201549769,0.0009759250891455217
0.11790022895194585,0,1640,-0.0017935628262890878,-0.00019207733296773454,0.001085653993065089
0.1318758032316739,0,1660,-0.0019115308303287303,-0.00019598767517562134,0.0011524976559388325
