acf,sim_number,n_b,ig_here,ig_next,ig_next1
0.18460235953439336,0,20,-0.02379599266024928,-0.022711319216340765,-0.023849760261699222
0.31888788717058936,0,40,-0.010127976249718729,-0.010056473022702787,-0.010229455472280565
0.4063950542882972,0,60,-0.005706684924506137,-0.005867309756840963,-0.005816538446437028
0.47318791926536363,0,80,-0.0034871192798128984,-0.003769622807894563,-0.0036394280530064973
0.513928922074746,0,100,-0.002140844538377317,-0.0025152993200430896,-0.0023311506856433808
0.5429055079674482,0,120,-0.0012788591663555559,-0.0016966335606463576,-0.0014433707515811277
0.5622555969217892,0,140,-0.0006902043914463034,-0.0011562324839320052,-0.0008676586703303815
0.5786359439139765,0,160,-0.00022991227741388245,-0.0007421939743385359,-0.0004529956470989356
0.594751303204215,0,180,0.00015461744244570614,-0.00042527198330079063,-8.330289126173413e-05
0.6113342354973811,0,200,0.00044471684434194977,-0.0001884346966140181,0.00023420323959269835
0.6252616700388736,0,220,0.0007024777629550529,-2.871784750397029e-07,0.0004656233048284786
0.6387502933006338,0,240,0.0009231728897034709,0.00012852046877204353,0.0006750226621137892
0.6492672252849682,0,260,0.0010740122015901288,0.0002481107613366343,0.000851373603124642
0.6574092218994192,0,280,0.0012265309567539464,0.0003379612157650352,0.0009262829387830309
0.6649730072580269,0,300,0.0013706396101074941,0.000391088655445368,0.0010924108514675003
0.6679225406250849,0,320,0.0014495827065478717,0.0004203366936456449,0.0011730222113374772
0.6692784335114764,0,340,0.0015432347414367602,0.0004561629617053603,0.0011976238579735827
0.6677553111029639,0,360,0.0016291456653541214,0.0004586039365239002,0.0012660415917294257
0.6652146577157887,0,380,0.001707915555618909,0.00044753711175552527,0.0013378745885309481
0.6589842778516999,0,400,0.0017436591179278713,0.00042973874419106645,0.0013844344488209814
0.6537001962437191,0,420,0.0017980833720363594,0.00040778563628209735,0.0014382949127593491
0.6472664089125739,0,440,0.0018716270648782085,0.00037618432015880995,0.0014039677209693579
0.6404098701659684,0,460,0.0018994263646471357,0.00032979733114195766,0.0014044087433091124
0.6335488988374578,0,480,0.0018948123602569426,0.0002807542316420346,0.0014090897290392516
0.623413579350753,0,500,0.0019540605447069363,0.0002482685085653041,0.0015145507083534461
0.6129382569070078,0,520,0.0019251972765570175,0.00018924835229762888,0.001401237553047064
0.6014435696540985,0,540,0.0019505942436150064,0.000134496267388545,0.0015276698569078435
0.5891844873784671,0,560,0.002026950436456597,8.008673034433113e-05,0.0014189110657291918
0.5772107751641626,0,580,0.002026849190235409,2.12596937611801e-05,0.001404189303975738
0.5652615576559522,0,600,0.0020273083374493404,-4.2960095031464166e-05,0.001525660302949448
0.5526098423092546,0,620,0.002072757470389527,-0.00011100063347876296,0.0015296425835664752
0.5411562574741556,0,640,0.0021060332722952825,-0.00018883061091280517,0.0014555298620267958
0.527190707286775,0,660,0.002087754399166075,-0.0002544245375171812,0.0015052983748670755
0.5135242765701775,0,680,0.0021213233007020926,-0.0003175629796635109,0.0013652120723345465
0.4996199239510455,0,700,0.0021370061277012752,-0.00038217981854605897,0.0014224215825017995
0.48558756434880235,0,720,0.002095965770327243,-0.00044957311120113504,0.0013341701313952963
0.4701570319468707,0,740,0.002108192773135566,-0.0005111188731402528,0.001327146832663209
0.45535767659555637,0,760,0.0021958188306901074,-0.0006008119827093593,0.0014095397686224827
0.4411713333233344,0,780,0.00213340779901695,-0.0006691700201592666,0.001428367487077166
0.4241804980553068,0,800,0.002202647276545498,-0.0007385084283009278,0.0013857657872265539
0.40946392642984886,0,820,0.0022087364756818227,-0.0008192864354277984,0.0012978573695293578
0.3931845982131942,0,840,0.002120849692440204,-0.0008867516049006686,0.0014045891199501483
0.37717353561703015,0,860,0.002179819587029795,-0.0009661373698653669,0.0012876144923591373
0.36226402491615395,0,880,0.0021730916435922995,-0.0010306041165729053,0.0011797659051346401
0.34796134469377904,0,900,0.0022322721419941083,-0.001097802617076319,0.0013119964389771092
0.3337155384206464,0,920,0.002214791164616223,-0.0011586802551285462,0.0012604981165136723
0.3204644225747362,0,940,0.002276005830468741,-0.0012359831661922572,0.0012427901876881128
0.3074304999669141,0,960,0.0021581015556731142,-0.0012944897382220443,0.001309177008058864
0.2961590379761069,0,980,0.002213808318631179,-0.001348223369773102,0.001194526633092484
0.2839381728942628,0,1000,0.0022782040314777395,-0.0013979263186262387,0.0011613606343380178
0.2754845351056419,0,1019,0.0022509003793289477,-0.0014379063205623964,0.0012471105663914115
0.2650412682396467,0,1040,0.0023074945808709587,-0.0014862299180683496,0.0011693266917319476
0.2590678701503681,0,1060,0.0021553228683579987,-0.0015444052022564707,0.0009316410363794521
0.24662906810556814,0,1080,0.002314366178475688,-0.001589834509003491,0.0010985537068321034
0.241176232742282,0,1100,0.0021655661267534023,-0.0016186243480416597,0.0011524551953535308
0.2323768441000873,0,1120,0.0023217588613029033,-0.0016516087360759148,0.0010568496213201762
0.2274296866810289,0,1140,0.0022742054454941863,-0.0016806368735872237,0.0008441625592613815
0.22183807888170876,0,1160,0.0022164202902596815,-0.0017129064559056727,0.0007854279227760538
0.21227619086196994,0,1180,0.0022562510523193896,-0.0017446237587669098,0.0009107293501352259
0.21095294585692845,0,1200,0.002301042091427403,-0.0017612388821349801,0.0009298591840130526
0.20583974274880135,0,1220,0.0022272093881927006,-0.0018025934665124206,0.0008310854392032614
0.198469819006447,0,1240,0.0021626565692701976,-0.0018197628139224027,0.0009470621975405346
0.1965153034359198,0,1260,0.00220945733171086,-0.0018368533945235781,0.0009526846863821436
0.1920363079186995,0,1280,0.0023569052694914056,-0.0018662424020468068,0.0008665537812165418
0.18556042382433188,0,1300,0.0022915137304272003,-0.001897999777132327,0.0006564507693519708
0.182824759275383,0,1320,0.002326087156947464,-0.0018948032690838297,0.0007150066487319681
0.17830506407740526,0,1340,0.002235649936021831,-0.0019111631261237705,0.0006636879670985305
0.17677758915098432,0,1360,0.0022889532759284097,-0.001922445279425974,0.0005306076618081069
0.17688750243257545,0,1380,0.0023107884989310742,-0.001935887519095925,0.0006442218408931882
0.1730906374783696,0,1400,0.0023443286159283393,-0.0019335201810439947,0.0007067582645508193
0.16502485357769248,0,1420,0.0022437888161100403,-0.0019458638019262118,0.0006586592236157205
0.15880740042062502,0,1440,0.002293069850346968,-0.0019557684039453703,0.0005232167705111193
0.15895450876693928,0,1460,0.0022036931684702317,-0.001944944300147057,0.0003367792603437799
0.1574279421223494,0,1480,0.002227074469758651,-0.001958681649942326,0.000420789994374376
0.15271683436248507,0,1500,0.002259057717856538,-0.0019368979357200357,0.00045958753824916075
0.15195964432181144,0,1520,0.00229242961918888,-0.0019450820684439366,0.0004118482117137735
0.15069708424148956,0,1540,0.0021893753107680328,-0.0019569250205729613,0.00028969479062614063
